stratum,r,gene_set
same_drug,0.0758,all
same_drug,0.0888,all
same_drug,0.0783,all
same_drug,0.0812,all
same_drug,0.0779,all
same_drug,0.0851,all
same_drug,0.1126,all
same_drug,0.0091,all
same_drug,0.1086,all
same_drug,0.101,all
same_drug,0.0454,all
same_drug,0.0908,all
same_drug,0.0651,all
same_drug,0.1214,all
same_drug,0.0565,all
same_drug,0.0827,all
same_drug,0.0596,all
same_drug,0.0665,all
same_drug,0.2417,all
same_drug,0.0379,all
same_drug,0.0954,all
same_drug,0.0181,all
same_drug,0.0989,all
same_drug,0.0349,all
same_drug,0.0667,all
same_drug,0.015,all
same_drug,0.1265,all
same_drug,0.0823,all
same_drug,0.1135,all
same_drug,0.1214,all
same_drug,0.0305,all
same_drug,0.0842,all
same_drug,0.0535,all
same_drug,0.1115,all
same_drug,0.0516,all
same_drug,0.036,all
same_drug,0.1155,all
same_drug,0.1057,all
same_drug,0.0655,all
same_drug,0.0701,all
same_drug,0.0988,all
same_drug,0.0794,all
same_drug,0.0481,all
same_drug,0.1139,all
same_drug,0.1352,all
same_drug,0.0714,all
same_drug,0.0452,all
same_drug,0.0649,all
same_drug,0.2257,all
same_drug,0.0439,all
same_drug,0.0639,all
same_drug,0.107,all
same_drug,0.0364,all
same_drug,0.3447,all
same_drug,0.0919,all
same_drug,0.0421,all
same_drug,0.1028,all
same_drug,0.0701,all
same_drug,0.0707,all
same_drug,0.0704,all
same_drug,0.062,all
same_drug,0.0744,all
same_drug,0.0372,all
same_drug,0.1209,all
same_drug,0.1324,all
same_drug,0.0555,all
same_drug,0.098,all
same_drug,0.0776,all
same_drug,0.1028,all
same_drug,0.0298,all
same_drug,0.0218,all
same_drug,0.0323,all
same_drug,0.0751,all
same_drug,0.2172,all
same_drug,0.1322,all
same_drug,0.0182,all
same_drug,0.1335,all
same_drug,0.0889,all
same_drug,0.0438,all
same_drug,0.0426,all
same_drug,0.0528,all
same_drug,0.0445,all
same_drug,0.1069,all
same_drug,0.1146,all
same_drug,0.0713,all
same_drug,0.0596,all
same_drug,0.0252,all
same_drug,0.0754,all
same_drug,0.056,all
same_drug,0.0594,all
same_drug,0.0743,all
same_drug,0.0842,all
same_drug,0.1279,all
same_drug,0.0623,all
same_drug,0.1075,all
same_drug,0.0806,all
same_drug,0.0509,all
same_drug,0.0197,all
same_drug,0.0917,all
same_drug,0.0484,all
same_drug,0.1433,all
same_drug,-0.0159,all
same_drug,0.0597,all
same_drug,0.0634,all
same_drug,0.1113,all
same_drug,0.0674,all
same_drug,0.0882,all
same_drug,0.0498,all
same_drug,0.1032,all
same_drug,0.0321,all
same_drug,0.1231,all
same_drug,0.0489,all
same_drug,0.1046,all
same_drug,0.1651,all
same_drug,0.0274,all
same_drug,0.1073,all
same_drug,0.006,all
same_drug,0.0487,all
same_drug,0.1125,all
same_drug,0.0854,all
same_drug,0.0958,all
same_drug,0.0873,all
same_drug,0.0813,all
same_drug,0.0892,all
same_drug,0.1058,all
same_drug,0.0931,all
same_drug,0.0808,all
same_drug,0.0629,all
same_drug,0.0374,all
same_drug,0.1673,all
same_drug,0.0746,all
same_drug,0.0699,all
same_drug,0.0575,all
same_drug,0.0908,all
same_drug,0.0178,all
same_drug,0.0629,all
same_drug,0.0306,all
same_drug,0.0895,all
same_drug,0.0616,all
same_drug,-0.0029,all
same_drug,-0.0085,all
same_drug,0.1107,all
same_drug,0.1072,all
same_drug,0.0689,all
same_drug,0.0635,all
same_drug,0.0152,all
same_drug,0.0596,all
same_drug,0.125,all
same_drug,0.074,all
same_drug,0.0648,all
same_drug,0.0875,all
same_drug,0.0767,all
same_drug,0.0638,all
same_drug,0.0961,all
same_drug,0.0332,all
same_drug,0.1246,all
same_drug,0.0997,all
same_drug,0.0959,all
same_drug,0.0724,all
same_drug,0.0693,all
same_drug,0.0892,all
same_drug,0.0822,all
same_drug,0.0146,all
same_drug,0.0751,all
same_drug,0.0562,all
same_drug,0.0845,all
same_drug,0.0671,all
same_drug,0.0524,all
same_drug,0.0517,all
same_drug,0.079,all
same_drug,0.0642,all
same_drug,0.0865,all
same_drug,0.0786,all
same_drug,0.0985,all
same_drug,0.0777,all
same_drug,0.0876,all
same_drug,0.0911,all
same_drug,0.1099,all
same_drug,0.0566,all
same_drug,0.1264,all
same_drug,0.0775,all
same_drug,0.1158,all
same_drug,0.0679,all
same_drug,0.1272,all
same_drug,0.0633,all
same_drug,0.0861,all
same_drug,0.0641,all
same_drug,0.0421,all
same_drug,0.1073,all
same_drug,0.0403,all
same_drug,-0.0055,all
same_drug,0.0706,all
same_drug,0.1073,all
same_drug,0.0829,all
same_drug,0.1073,all
same_drug,0.0712,all
same_drug,0.1333,all
same_drug,0.0199,all
same_drug,0.1246,all
same_drug,0.1252,all
same_drug,0.019,all
same_drug,0.0409,all
same_drug,0.043,all
same_drug,0.1746,all
same_drug,-0.005,all
same_drug,0.0388,all
same_drug,0.0578,all
same_drug,0.0818,all
same_drug,0.1057,all
same_drug,0.0539,all
same_drug,0.0263,all
same_drug,0.0841,all
same_drug,0.0659,all
same_drug,0.0652,all
same_drug,0.0739,all
same_drug,0.1744,all
same_drug,0.033,all
same_drug,-0.0195,all
same_drug,0.0954,all
same_drug,0.057,all
same_drug,0.1259,all
same_drug,0.0463,all
same_drug,0.0378,all
same_drug,0.1192,all
same_drug,0.0606,all
same_drug,0.1177,all
same_drug,0.0481,all
same_drug,0.0931,all
same_drug,0.0626,all
same_drug,0.0787,all
same_drug,0.0717,all
same_drug,0.0723,all
same_drug,0.09,all
same_drug,0.1541,all
same_drug,0.0957,all
same_drug,0.1299,all
same_drug,0.0306,all
same_drug,0.039,all
same_drug,0.0784,all
same_drug,0.0867,all
same_drug,0.0593,all
same_drug,0.0401,all
same_drug,0.0764,all
same_drug,0.1109,all
same_drug,0.0018,all
same_drug,0.0836,all
same_drug,0.1061,all
same_drug,0.0594,all
same_drug,0.052,all
same_drug,0.0624,all
same_drug,0.0764,all
same_drug,0.0365,all
same_drug,0.0085,all
same_drug,0.0663,all
same_drug,0.0536,all
same_drug,0.0951,all
same_drug,0.0896,all
same_drug,0.0731,all
same_drug,0.1155,all
same_drug,0.1031,all
same_drug,0.0482,all
same_drug,0.042,all
same_drug,0.0479,all
same_drug,-0.0584,all
same_drug,0.015,all
same_drug,0.0752,all
same_drug,0.048,all
same_drug,0.0474,all
same_drug,0.0648,all
same_drug,0.0347,all
same_drug,0.0454,all
same_drug,0.0568,all
same_drug,0.0579,all
same_drug,0.0852,all
same_drug,0.0919,all
same_drug,0.0815,all
same_drug,0.0617,all
same_drug,0.1243,all
same_drug,0.0407,all
same_drug,0.2404,all
same_drug,0.0718,all
same_drug,0.0439,all
same_drug,0.0678,all
same_drug,0.0784,all
same_drug,0.1106,all
same_drug,0.0393,all
same_drug,0.0808,all
same_drug,-0.0043,all
same_drug,0.0499,all
same_drug,0.0909,all
same_drug,0.0605,all
same_drug,0.0924,all
same_drug,0.067,all
same_drug,0.1416,all
same_drug,0.089,all
same_drug,0.422,all
same_drug,0.0943,all
same_drug,0.0764,all
same_drug,-0.0293,all
same_drug,0.0876,all
same_drug,0.0617,all
same_drug,0.0831,all
same_drug,0.0757,all
same_drug,0.2259,all
same_drug,0.1247,all
same_drug,0.0949,all
same_drug,0.073,all
same_drug,0.0562,all
same_drug,0.112,all
same_drug,0.0595,all
same_drug,0.0762,all
same_drug,0.0967,all
same_drug,0.0515,all
same_drug,0.1035,all
same_drug,0.0621,all
same_drug,0.0856,all
same_drug,0.0456,all
same_drug,0.07,all
same_drug,0.129,all
same_drug,0.0828,all
same_drug,0.0635,all
same_drug,0.0379,all
same_drug,0.0848,all
same_drug,0.0718,all
same_drug,0.0539,all
same_drug,0.0895,all
same_drug,0.0423,all
same_drug,0.0742,all
same_drug,0.1458,all
same_drug,0.0528,all
same_drug,0.0365,all
same_drug,0.0322,all
same_drug,0.0781,all
same_drug,0.0642,all
same_drug,0.0623,all
same_drug,0.074,all
same_drug,0.0693,all
same_drug,0.0834,all
same_drug,0.0648,all
same_drug,0.106,all
same_drug,0.0682,all
same_drug,0.1104,all
same_drug,0.1732,all
same_drug,0.0635,all
same_drug,0.1077,all
same_drug,0.0891,all
same_drug,0.0489,all
same_drug,0.0559,all
same_drug,0.0618,all
same_drug,0.0778,all
same_drug,0.0484,all
same_drug,0.0539,all
same_drug,0.1329,all
same_drug,0.0841,all
same_drug,0.0697,all
same_drug,0.1072,all
same_drug,0.0651,all
same_drug,0.0079,all
same_drug,0.0826,all
same_drug,0.0293,all
same_drug,0.0592,all
same_drug,0.0405,all
same_drug,0.0945,all
same_drug,0.5161,all
same_drug,0.0152,all
same_drug,0.0762,all
same_drug,0.0516,all
same_drug,0.0741,all
same_drug,0.2151,all
same_drug,0.0443,all
same_drug,0.0622,all
same_drug,0.0746,all
same_drug,0.0901,all
same_drug,0.0513,all
same_drug,0.061,all
any_pair,0.3107,responder
any_pair,0.0125,responder
any_pair,0.0125,responder
any_pair,0.2089,responder
any_pair,0.2785,responder
any_pair,0.1393,responder
any_pair,0.1031,responder
any_pair,0.3512,responder
any_pair,0.2421,responder
any_pair,0.3098,responder
any_pair,0.1142,responder
any_pair,0.1202,responder
any_pair,0.0427,responder
any_pair,0.0721,responder
any_pair,0.4528,responder
any_pair,0.3889,responder
any_pair,0.1727,responder
any_pair,0.039,responder
any_pair,0.0963,responder
any_pair,0.0067,responder
any_pair,-0.0959,responder
any_pair,0.614,responder
any_pair,0.3889,responder
any_pair,0.0901,responder
any_pair,0.2197,responder
any_pair,0.1978,responder
any_pair,-0.05,responder
any_pair,-0.0245,responder
any_pair,0.3707,responder
any_pair,0.3159,responder
any_pair,0.1137,responder
any_pair,0.3187,responder
any_pair,0.0658,responder
any_pair,0.0183,responder
any_pair,0.2073,responder
any_pair,0.1441,responder
any_pair,0.4289,responder
any_pair,0.0569,responder
any_pair,0.0113,responder
any_pair,0.0313,responder
any_pair,0.3894,responder
any_pair,0.2917,responder
any_pair,-0.0249,responder
any_pair,0.2459,responder
any_pair,0.5304,responder
any_pair,0.1271,responder
any_pair,0.1455,responder
any_pair,0.1403,responder
any_pair,0.128,responder
any_pair,0.4971,responder
any_pair,0.1093,responder
any_pair,0.2999,responder
any_pair,0.1345,responder
any_pair,0.347,responder
any_pair,0.1724,responder
any_pair,0.1727,responder
any_pair,0.1611,responder
any_pair,0.3396,responder
any_pair,0.1242,responder
any_pair,0.2593,responder
any_pair,-0.0379,responder
any_pair,0.1298,responder
any_pair,0.2645,responder
any_pair,0.145,responder
any_pair,0.3649,responder
any_pair,0.3219,responder
any_pair,0.1172,responder
any_pair,0.0736,responder
any_pair,0.1288,responder
any_pair,0.0064,responder
any_pair,0.161,responder
any_pair,0.0559,responder
any_pair,0.1,responder
any_pair,0.188,responder
any_pair,0.1832,responder
any_pair,0.2959,responder
any_pair,0.5478,responder
any_pair,0.1635,responder
any_pair,0.1492,responder
any_pair,0.2086,responder
any_pair,0.1452,responder
any_pair,-0.0257,responder
any_pair,-0.0626,responder
any_pair,0.1243,responder
any_pair,0.1811,responder
any_pair,0.1569,responder
any_pair,-0.08,responder
any_pair,0.4385,responder
any_pair,0.332,responder
any_pair,0.1566,responder
any_pair,0.0652,responder
any_pair,0.224,responder
any_pair,0.1418,responder
any_pair,0.3163,responder
any_pair,0.2709,responder
any_pair,0.0004,responder
any_pair,0.4435,responder
any_pair,0.336,responder
any_pair,0.0459,responder
any_pair,0.2631,responder
any_pair,0.2989,responder
any_pair,-0.0045,responder
any_pair,0.1887,responder
any_pair,0.5231,responder
any_pair,0.2321,responder
any_pair,0.0451,responder
any_pair,0.4046,responder
any_pair,0.0945,responder
any_pair,0.1259,responder
any_pair,0.0749,responder
any_pair,0.1734,responder
any_pair,0.0598,responder
any_pair,0.3412,responder
any_pair,0.2759,responder
any_pair,0.1664,responder
any_pair,-0.0107,responder
any_pair,0.3964,responder
any_pair,0.046,responder
any_pair,-0.1866,responder
any_pair,0.3717,responder
any_pair,0.3283,responder
any_pair,0.2764,responder
any_pair,0.1195,responder
any_pair,0.2424,responder
any_pair,0.2188,responder
any_pair,0.0816,responder
any_pair,0.5133,responder
any_pair,0.1665,responder
any_pair,0.0678,responder
any_pair,0.2404,responder
any_pair,0.1127,responder
any_pair,0.2119,responder
any_pair,-0.0199,responder
any_pair,0.3563,responder
any_pair,-0.1197,responder
any_pair,0.2992,responder
any_pair,0.2979,responder
any_pair,0.2166,responder
any_pair,0.208,responder
any_pair,0.0747,responder
any_pair,0.152,responder
any_pair,0.1236,responder
any_pair,0.0044,responder
any_pair,0.0825,responder
any_pair,0.0378,responder
any_pair,0.0331,responder
any_pair,0.0799,responder
any_pair,0.166,responder
any_pair,0.1963,responder
any_pair,0.1766,responder
any_pair,0.1221,responder
any_pair,0.2315,responder
any_pair,0.2186,responder
any_pair,-0.1569,responder
any_pair,0.0099,responder
any_pair,0.2314,responder
any_pair,0.3437,responder
any_pair,-0.037,responder
any_pair,-0.0539,responder
any_pair,-0.0466,responder
any_pair,0.0298,responder
any_pair,0.0824,responder
any_pair,0.2668,responder
any_pair,0.1822,responder
any_pair,0.1856,responder
any_pair,0.3881,responder
any_pair,0.4322,responder
any_pair,0.2485,responder
any_pair,0.0737,responder
any_pair,0.1507,responder
any_pair,0.145,responder
any_pair,0.3199,responder
any_pair,0.1403,responder
any_pair,0.1136,responder
any_pair,0.2026,responder
any_pair,0.0692,responder
any_pair,0.2149,responder
any_pair,0.0456,responder
any_pair,0.1767,responder
any_pair,0.1919,responder
any_pair,0.6931,responder
any_pair,0.1405,responder
any_pair,0.564,responder
any_pair,0.2362,responder
any_pair,0.2519,responder
any_pair,0.0647,responder
any_pair,-0.0007,responder
any_pair,0.3895,responder
any_pair,0.2528,responder
any_pair,0.2578,responder
any_pair,0.0656,responder
any_pair,-0.1815,responder
any_pair,0.1851,responder
any_pair,0.1606,responder
any_pair,0.1165,responder
any_pair,0.0694,responder
any_pair,-0.0776,responder
any_pair,0.1788,responder
any_pair,0.2288,responder
any_pair,0.2665,responder
any_pair,0.0547,responder
any_pair,0.2637,responder
any_pair,-0.0034,responder
any_pair,0.0688,responder
any_pair,0.1427,responder
any_pair,0.2039,responder
any_pair,-0.1001,responder
any_pair,0.1695,responder
any_pair,0.346,responder
any_pair,0.2294,responder
any_pair,0.1103,responder
any_pair,0.2482,responder
any_pair,0.1873,responder
any_pair,0.1392,responder
any_pair,0.2762,responder
any_pair,0.5128,responder
any_pair,0.1707,responder
any_pair,0.0276,responder
any_pair,0.2601,responder
any_pair,0.0884,responder
any_pair,0.199,responder
any_pair,0.153,responder
any_pair,0.2484,responder
any_pair,0.0469,responder
any_pair,0.4321,responder
any_pair,0.3383,responder
any_pair,0.0295,responder
any_pair,0.2146,responder
any_pair,0.2092,responder
any_pair,0.4873,responder
any_pair,0.1602,responder
any_pair,0.2826,responder
any_pair,0.3076,responder
any_pair,0.3346,responder
any_pair,0.18,responder
any_pair,0.073,responder
any_pair,-0.0213,responder
any_pair,0.2579,responder
any_pair,0.2576,responder
any_pair,0.151,responder
any_pair,0.1827,responder
any_pair,0.1547,responder
any_pair,0.2113,responder
any_pair,0.2141,responder
any_pair,0.1549,responder
any_pair,0.371,responder
any_pair,0.1139,responder
any_pair,0.2255,responder
any_pair,0.0887,responder
any_pair,0.2085,responder
any_pair,0.2562,responder
any_pair,0.1394,responder
any_pair,0.0289,responder
any_pair,0.1158,responder
any_pair,0.0904,responder
any_pair,0.6443,responder
any_pair,0.0709,responder
any_pair,0.0518,responder
any_pair,0.3694,responder
any_pair,0.2149,responder
any_pair,0.1062,responder
any_pair,0.2796,responder
any_pair,0.1918,responder
any_pair,0.2775,responder
any_pair,0.0796,responder
any_pair,0.1477,responder
any_pair,0.3711,responder
any_pair,0.4879,responder
any_pair,0.5319,responder
any_pair,0.2926,responder
any_pair,0.072,responder
any_pair,0.0611,responder
any_pair,0.2963,responder
any_pair,-0.0264,responder
any_pair,-0.0633,responder
any_pair,0.0927,responder
any_pair,0.145,responder
any_pair,0.0891,responder
any_pair,-0.0248,responder
any_pair,0.1112,responder
any_pair,0.0382,responder
any_pair,0.1575,responder
any_pair,0.045,responder
any_pair,0.0989,responder
any_pair,0.2562,responder
any_pair,0.167,responder
any_pair,0.2764,responder
any_pair,-0.0176,responder
any_pair,0.1724,responder
any_pair,0.4334,responder
any_pair,0.1434,responder
any_pair,0.3112,responder
any_pair,0.1689,responder
any_pair,0.266,responder
any_pair,0.2417,responder
any_pair,-0.0065,responder
any_pair,0.234,responder
any_pair,0.1653,responder
any_pair,0.1444,responder
any_pair,0.2788,responder
any_pair,0.1216,responder
any_pair,0.2825,responder
any_pair,0.1543,responder
any_pair,-0.0059,responder
any_pair,0.4083,responder
any_pair,0.3102,responder
any_pair,-0.0708,responder
any_pair,0.2675,responder
any_pair,0.2379,responder
any_pair,0.1259,responder
any_pair,0.4983,responder
any_pair,0.1815,responder
any_pair,0.3008,responder
any_pair,0.4427,responder
any_pair,0.1069,responder
any_pair,0.2378,responder
any_pair,0.1142,responder
any_pair,0.3783,responder
any_pair,0.3303,responder
any_pair,0.1075,responder
any_pair,0.1089,responder
any_pair,0.0105,responder
any_pair,0.1978,responder
any_pair,0.2946,responder
any_pair,0.0971,responder
any_pair,0.2637,responder
any_pair,0.2172,responder
any_pair,0.2034,responder
any_pair,0.4878,responder
any_pair,-0.0069,responder
any_pair,0.1013,responder
any_pair,0.1719,responder
any_pair,0.4091,responder
any_pair,0.144,responder
any_pair,0.0404,responder
any_pair,0.4876,responder
any_pair,0.3112,responder
any_pair,0.1216,responder
any_pair,0.1622,responder
any_pair,0.2799,responder
any_pair,0.3739,responder
any_pair,0.0741,responder
any_pair,0.2663,responder
any_pair,0.4135,responder
any_pair,0.2889,responder
any_pair,0.3056,responder
any_pair,0.1206,responder
any_pair,0.1951,responder
any_pair,-0.1438,responder
any_pair,-0.0701,responder
any_pair,0.1955,responder
any_pair,0.1575,responder
any_pair,0.0897,responder
any_pair,0.0581,responder
any_pair,0.1954,responder
any_pair,0.2301,responder
any_pair,0.301,responder
any_pair,0.1299,responder
any_pair,0.3502,responder
any_pair,-0.0707,responder
any_pair,-0.0888,responder
any_pair,-0.0414,responder
any_pair,0.1312,responder
any_pair,0.1048,responder
any_pair,0.1353,responder
any_pair,0.2246,responder
any_pair,0.0869,responder
any_pair,-0.0524,responder
any_pair,0.3039,responder
any_pair,-0.1955,responder
any_pair,0.1801,responder
any_pair,0.2983,responder
any_pair,0.3751,responder
any_pair,0.1784,responder
any_pair,0.1772,responder
any_pair,0.1488,responder
any_pair,0.3571,responder
any_pair,0.2062,responder
any_pair,0.1796,responder
any_pair,0.3147,responder
any_pair,0.2395,responder
any_pair,0.3125,responder
any_pair,0.1929,responder
any_pair,-0.1294,responder
any_pair,0.115,responder
any_pair,0.105,responder
any_pair,0.2066,responder
any_pair,0.1736,responder
any_pair,0.0841,responder
any_pair,-0.0101,responder
any_pair,0.437,responder
any_pair,0.1301,responder
any_pair,0.2908,responder
any_pair,0.5854,responder
any_pair,0.2125,responder
any_pair,0.2256,responder
any_pair,0.0564,responder
any_pair,-0.0981,responder
any_pair,0.0994,responder
any_pair,-0.014,responder
any_pair,0.0942,responder
any_pair,0.0073,responder
any_pair,0.0914,responder
any_pair,0.1977,responder
any_pair,0.2298,responder
any_pair,0.1531,responder
any_pair,0.4652,responder
any_pair,0.0924,responder
any_pair,-0.0402,responder
any_pair,0.3862,responder
any_pair,0.124,responder
any_pair,0.2632,responder
any_pair,-0.072,responder
any_pair,0.1424,responder
any_pair,-0.0052,responder
any_pair,0.3318,responder
any_pair,0.2262,responder
any_pair,0.3142,responder
any_pair,0.0789,responder
any_pair,0.0595,responder
any_pair,0.2471,responder
any_pair,0.2681,responder
any_pair,0.0053,responder
any_pair,0.237,responder
any_pair,-0.0178,responder
any_pair,0.2298,responder
any_pair,0.2759,responder
any_pair,-0.005,responder
any_pair,0.1222,responder
any_pair,0.1319,responder
any_pair,0.1087,responder
any_pair,0.1267,responder
any_pair,0.4848,responder
any_pair,0.2691,responder
any_pair,0.4143,responder
any_pair,0.2648,responder
any_pair,0.1862,responder
any_pair,0.0133,responder
any_pair,0.2368,responder
any_pair,0.2692,responder
any_pair,0.1652,responder
any_pair,0.2736,responder
any_pair,0.1328,responder
any_pair,0.0538,responder
any_pair,0.3411,responder
any_pair,0.0377,responder
any_pair,0.1896,responder
any_pair,0.3476,responder
any_pair,0.2283,responder
any_pair,0.1085,responder
any_pair,0.2751,responder
any_pair,0.366,responder
any_pair,0.0561,responder
any_pair,0.0891,responder
any_pair,0.1528,responder
any_pair,0.1168,responder
any_pair,0.625,responder
any_pair,0.0413,responder
any_pair,0.1895,responder
any_pair,0.2477,responder
any_pair,0.0085,responder
any_pair,-0.0309,responder
any_pair,-0.0769,responder
diff_drug,-0.0184,responder
diff_drug,0.1035,responder
diff_drug,0.0649,responder
diff_drug,0.2869,responder
diff_drug,0.5003,responder
diff_drug,0.051,responder
diff_drug,0.5247,responder
diff_drug,0.2151,responder
diff_drug,0.145,responder
diff_drug,0.0558,responder
diff_drug,0.2573,responder
diff_drug,-0.0532,responder
diff_drug,0.0582,responder
diff_drug,-0.0705,responder
diff_drug,0.0285,responder
diff_drug,0.092,responder
diff_drug,0.2105,responder
diff_drug,0.1802,responder
diff_drug,0.0979,responder
diff_drug,0.0291,responder
diff_drug,0.2409,responder
diff_drug,0.3029,responder
diff_drug,0.4844,responder
diff_drug,0.1541,responder
diff_drug,0.0605,responder
diff_drug,0.2236,responder
diff_drug,0.538,responder
diff_drug,0.2913,responder
diff_drug,0.0549,responder
diff_drug,0.0702,responder
diff_drug,0.2229,responder
diff_drug,0.3297,responder
diff_drug,0.227,responder
diff_drug,0.2269,responder
diff_drug,0.0507,responder
diff_drug,0.2382,responder
diff_drug,0.4637,responder
diff_drug,0.1025,responder
diff_drug,0.2201,responder
diff_drug,0.038,responder
diff_drug,0.2846,responder
diff_drug,0.2089,responder
diff_drug,0.0162,responder
diff_drug,0.1652,responder
diff_drug,0.1188,responder
diff_drug,0.0832,responder
diff_drug,0.0761,responder
diff_drug,0.1395,responder
diff_drug,0.2005,responder
diff_drug,0.5111,responder
diff_drug,0.2774,responder
diff_drug,0.3276,responder
diff_drug,0.0472,responder
diff_drug,0.0579,responder
diff_drug,0.2975,responder
diff_drug,0.2,responder
diff_drug,0.2956,responder
diff_drug,0.1639,responder
diff_drug,0.2507,responder
diff_drug,0.2651,responder
diff_drug,-0.0197,responder
diff_drug,0.0466,responder
diff_drug,0.1743,responder
diff_drug,0.0341,responder
diff_drug,0.079,responder
diff_drug,0.146,responder
diff_drug,0.1141,responder
diff_drug,0.2214,responder
diff_drug,0.0754,responder
diff_drug,0.0016,responder
diff_drug,0.283,responder
diff_drug,0.3438,responder
diff_drug,0.281,responder
diff_drug,0.1962,responder
diff_drug,0.0319,responder
diff_drug,0.4929,responder
diff_drug,0.0946,responder
diff_drug,0.1268,responder
diff_drug,0.0179,responder
diff_drug,0.3784,responder
diff_drug,0.2762,responder
diff_drug,0.0387,responder
diff_drug,0.2677,responder
diff_drug,0.4169,responder
diff_drug,0.1202,responder
diff_drug,0.2451,responder
diff_drug,0.0545,responder
diff_drug,0.0123,responder
diff_drug,0.2249,responder
diff_drug,0.2571,responder
diff_drug,0.0891,responder
diff_drug,0.09,responder
diff_drug,0.0949,responder
diff_drug,0.1308,responder
diff_drug,0.1275,responder
diff_drug,0.2278,responder
diff_drug,0.5175,responder
diff_drug,0.2177,responder
diff_drug,0.1579,responder
diff_drug,0.2627,responder
diff_drug,0.3322,responder
diff_drug,0.033,responder
diff_drug,0.0736,responder
diff_drug,0.0722,responder
diff_drug,0.281,responder
diff_drug,0.2314,responder
diff_drug,0.0856,responder
diff_drug,0.1915,responder
diff_drug,0.1447,responder
diff_drug,0.2729,responder
diff_drug,-0.0013,responder
diff_drug,0.2654,responder
diff_drug,-0.0346,responder
diff_drug,0.0982,responder
diff_drug,0.4779,responder
diff_drug,-0.0567,responder
diff_drug,0.0557,responder
diff_drug,-0.1526,responder
diff_drug,0.1309,responder
diff_drug,0.1743,responder
diff_drug,-0.0321,responder
diff_drug,0.1168,responder
diff_drug,0.0405,responder
diff_drug,0.0267,responder
diff_drug,0.236,responder
diff_drug,0.2347,responder
diff_drug,0.2668,responder
diff_drug,0.0832,responder
diff_drug,0.21,responder
diff_drug,0.3638,responder
diff_drug,0.0963,responder
diff_drug,0.1526,responder
diff_drug,-0.1029,responder
diff_drug,0.0133,responder
diff_drug,0.5826,responder
diff_drug,0.2094,responder
diff_drug,0.0486,responder
diff_drug,0.5377,responder
diff_drug,0.292,responder
diff_drug,0.0982,responder
diff_drug,0.2103,responder
diff_drug,0.1231,responder
diff_drug,0.1839,responder
diff_drug,0.0368,responder
diff_drug,0.2851,responder
diff_drug,0.4043,responder
diff_drug,0.1818,responder
diff_drug,0.0905,responder
diff_drug,0.3813,responder
diff_drug,-0.0685,responder
diff_drug,0.1047,responder
diff_drug,-0.0477,responder
diff_drug,0.2708,responder
diff_drug,0.3119,responder
diff_drug,0.3696,responder
diff_drug,0.3463,responder
diff_drug,0.1853,responder
diff_drug,0.1282,responder
diff_drug,0.5661,responder
diff_drug,0.2458,responder
diff_drug,0.1089,responder
diff_drug,0.175,responder
diff_drug,0.2208,responder
diff_drug,0.1774,responder
diff_drug,0.0353,responder
diff_drug,0.1478,responder
diff_drug,0.1115,responder
diff_drug,0.1767,responder
diff_drug,0.2157,responder
diff_drug,0.0144,responder
diff_drug,0.2595,responder
diff_drug,0.4299,responder
diff_drug,0.2279,responder
diff_drug,0.2242,responder
diff_drug,0.2475,responder
diff_drug,0.1662,responder
diff_drug,-0.1291,responder
diff_drug,0.1966,responder
diff_drug,-0.0361,responder
diff_drug,0.1167,responder
diff_drug,0.095,responder
diff_drug,0.3587,responder
diff_drug,-0.0624,responder
diff_drug,-0.0049,responder
diff_drug,0.1256,responder
diff_drug,0.3828,responder
diff_drug,0.328,responder
diff_drug,0.1241,responder
diff_drug,0.0387,responder
diff_drug,0.2663,responder
diff_drug,0.1436,responder
diff_drug,0.2977,responder
diff_drug,0.2575,responder
diff_drug,-0.0814,responder
diff_drug,0.2528,responder
diff_drug,0.2018,responder
diff_drug,0.0407,responder
diff_drug,0.0761,responder
diff_drug,0.0128,responder
diff_drug,0.1987,responder
diff_drug,-0.065,responder
diff_drug,0.1262,responder
diff_drug,0.27,responder
diff_drug,0.2965,responder
diff_drug,0.3025,responder
diff_drug,-0.03,responder
diff_drug,0.2828,responder
diff_drug,0.1052,responder
diff_drug,0.4019,responder
diff_drug,-0.0267,responder
diff_drug,0.0922,responder
diff_drug,0.1906,responder
diff_drug,0.0993,responder
diff_drug,0.2029,responder
diff_drug,-0.127,responder
diff_drug,0.2483,responder
diff_drug,0.145,responder
diff_drug,0.2092,responder
diff_drug,0.0373,responder
diff_drug,0.0699,responder
diff_drug,0.2127,responder
diff_drug,0.0437,responder
diff_drug,0.3637,responder
diff_drug,0.0435,responder
diff_drug,0.1742,responder
diff_drug,-0.0799,responder
diff_drug,0.0125,responder
diff_drug,0.1489,responder
diff_drug,0.1854,responder
diff_drug,-0.07,responder
diff_drug,0.1356,responder
diff_drug,0.3734,responder
diff_drug,0.0963,responder
diff_drug,0.2149,responder
diff_drug,0.544,responder
diff_drug,0.2681,responder
diff_drug,0.0218,responder
diff_drug,0.1426,responder
diff_drug,0.1023,responder
diff_drug,0.2852,responder
diff_drug,0.1797,responder
diff_drug,0.4418,responder
diff_drug,0.4114,responder
diff_drug,0.2862,responder
diff_drug,0.3052,responder
diff_drug,0.5515,responder
diff_drug,0.1413,responder
diff_drug,0.2005,responder
diff_drug,0.2633,responder
