stratum,r
same_drug,0.0671
same_drug,0.0366
same_drug,0.069
same_drug,0.0739
same_drug,0.1065
same_drug,0.0402
same_drug,0.0543
same_drug,0.0833
same_drug,0.0261
same_drug,0.0839
same_drug,0.1608
same_drug,0.084
same_drug,0.1238
same_drug,0.0919
same_drug,0.0377
same_drug,0.0753
same_drug,0.1788
same_drug,0.0593
same_drug,0.0917
same_drug,0.0879
same_drug,0.0757
same_drug,0.0838
same_drug,0.1221
same_drug,0.041
same_drug,0.1077
same_drug,0.0331
same_drug,0.1138
same_drug,0.0294
same_drug,0.0857
same_drug,0.1765
same_drug,0.1036
same_drug,0.0259
same_drug,0.0338
same_drug,0.1005
same_drug,0.0398
same_drug,-0.0137
same_drug,0.0164
same_drug,0.1864
same_drug,0.0914
same_drug,0.1121
same_drug,0.0664
same_drug,0.0467
same_drug,0.0819
same_drug,0.3663
same_drug,0.086
same_drug,0.0319
same_drug,0.1168
same_drug,0.1152
same_drug,0.0716
same_drug,0.1137
same_drug,0.073
same_drug,0.0723
same_drug,0.0627
same_drug,0.0576
same_drug,0.0248
same_drug,0.0346
same_drug,0.0174
same_drug,0.0616
same_drug,0.1037
same_drug,0.0544
same_drug,0.0786
same_drug,0.0646
same_drug,0.1026
same_drug,0.1081
same_drug,0.0279
same_drug,0.237
same_drug,0.1103
same_drug,0.108
same_drug,0.0498
same_drug,0.1047
same_drug,0.0395
same_drug,0.0721
same_drug,0.0454
same_drug,0.0397
same_drug,0.0542
same_drug,0.0556
same_drug,0.0624
same_drug,0.0525
same_drug,0.0507
same_drug,0.0028
same_drug,0.0708
same_drug,0.0382
same_drug,0.1043
same_drug,0.0466
same_drug,0.0923
same_drug,0.0936
same_drug,0.0376
same_drug,0.0439
same_drug,0.0447
same_drug,0.0438
same_drug,0.0615
same_drug,0.0227
same_drug,0.0917
same_drug,0.0586
same_drug,0.1739
same_drug,0.099
same_drug,0.0801
same_drug,0.0625
same_drug,0.0677
same_drug,0.0866
same_drug,0.3185
same_drug,0.1141
same_drug,0.1579
same_drug,0.0534
same_drug,0.0793
same_drug,0.0459
same_drug,0.0768
same_drug,0.0774
same_drug,0.0519
same_drug,0.017
same_drug,0.0168
same_drug,0.1419
same_drug,0.1333
same_drug,0.0908
same_drug,0.0289
same_drug,0.0364
same_drug,0.0849
same_drug,0.0881
same_drug,0.0897
same_drug,0.1205
same_drug,0.0262
same_drug,0.1092
same_drug,0.0093
same_drug,0.0487
same_drug,-0.006
same_drug,0.0789
same_drug,0.0359
same_drug,0.0449
same_drug,0.0723
same_drug,0.0179
same_drug,0.0456
same_drug,0.0717
same_drug,-0.0042
same_drug,0.0242
same_drug,0.071
same_drug,0.1153
same_drug,0.0531
same_drug,0.0463
same_drug,0.0612
same_drug,0.0445
same_drug,0.0817
same_drug,0.0466
same_drug,0.0087
same_drug,0.0796
same_drug,0.1526
same_drug,0.0547
same_drug,0.1172
same_drug,0.0484
same_drug,0.0352
same_drug,0.1003
same_drug,0.3368
same_drug,0.0593
